Vermont,1
New Mexico,4
Maryland,5
Wisconsin,5
North Dakota,5
New York,7
Virginia,8
Missouri,8
Iowa,8
Oklahoma,14
Illinois,14
Delaware,22
Colorado,30
New Jersey,32
Montana,39
Indiana,39
Oregon,52
Kansas,55
Nevada,63
Texas,63
Hawaii,93
Tennessee,96
Kentucky,109
Alaska,128
Wyoming,154
Utah,417
Alabama,495
Mississippi,524
Ohio,1020
